country_id,Year,Date,City,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
5,2023,28/01/2023,Paris,186.7922023,112.17,107.82,50.15,24.3,5.14,132.45,39.16,80.18,17.28
5,2023,28/01/2023,Paris,179.475764,68.36,131.85,70.72,49.01,6.95,132.8,23.19,59.61,14.3
16,2023,28/01/2023,Toronto,224.6125532,129.37,30.21,54.49,13.18,6.94,165.63,21.26,88.81,12.58
5,2023,28/01/2023,Paris,263.8018085,19.89,82.45,73.21,5.16,2.95,45.6,19.26,99.13,0.86
9,2023,28/01/2023,Cairo,228.8569149,110.65,189.97,79.66,49.98,8.3,35.54,37.36,84.43,16.43
10,2023,28/01/2023,Bangkok,99.53733906,106.27,106.1,6.71,42.14,3.26,137.46,13.84,58.36,19.77
15,2023,28/01/2023,Johannesburg,278.8203191,101.61,185.14,59.14,47.69,3.47,120.28,9.07,57.06,8.77
2,2023,28/01/2023,London,105.2714141,28.05,138.47,22.56,19.95,0.61,97.04,11.66,79.01,9.76
6,2023,28/01/2023,Tokyo,196.3546891,54.17,190.74,11.49,23.29,5.71,166.62,4.93,80.52,19.8
9,2023,28/01/2023,Cairo,228.1091489,48.77,45.18,62.13,46.12,9.04,42.2,-3.61,80.84,8.51
3,2023,28/01/2023,Beijing,71.46282609,23.79,160.96,92.4,22.63,5,58.02,-3.43,63.71,7.52
11,2023,28/01/2023,Mexico City,229.2255319,26.64,54.5,38.37,28.4,4.12,24.45,-3.43,98.21,14.76
1,2023,28/01/2023,New York,179.3466807,37.32,137.91,70.67,1.04,2.87,54.77,31.16,75.64,1.24
18,2023,28/01/2023,Dubai,195.4868421,39.8,67.28,59.45,21.99,8.03,120.7,-6.07,38,9.91
11,2023,28/01/2023,Mexico City,136.1125628,86.61,142.42,10.84,6.87,3.91,46.69,1.24,21.05,5.33
15,2023,28/01/2023,Johannesburg,170.5948367,124.82,11.81,9.38,7.14,5.68,47.58,22.26,32.92,13.66
1,2023,28/01/2023,Los Angeles,194.8160169,56.45,197.14,47.67,25.59,6.95,128.42,4.09,79.08,4.55
9,2023,01/02/2023,Cairo,273.4490426,66.31,178.39,26.24,47.93,1,154.36,20.25,71.39,13.93
19,2023,01/02/2023,Berlin,294.5760638,5.53,166.93,61.34,13.65,5.73,39.59,28.39,62.48,6.09
14,2023,01/02/2023,Moscow,185.0366702,21.72,127.24,52.35,23.55,9.12,154.94,-5.26,62.05,11.67
16,2023,01/02/2023,Toronto,218.3671277,31.59,173.79,49.41,18.82,1,147.72,2.47,55.98,1.36
3,2023,01/02/2023,Beijing,196.5302424,19.03,75.3,57.95,5.63,8.05,184,23.85,91.48,1.14
16,2023,01/02/2023,Toronto,227.6773404,51.65,56.43,72.65,28.23,3.37,196,4.56,77.12,6.15
11,2023,01/02/2023,Mexico City,228.6357447,31.33,27.56,62.71,42.09,9.3,68.87,26.28,27.24,13.63
3,2023,01/02/2023,Beijing,231.5004255,100.75,29.09,15.08,28.43,2.57,59.57,32.25,66.72,2.64
16,2023,01/02/2023,Toronto,93.4,13.82,55.02,94.45,15.76,5.74,195.1,16.32,99.45,0.64
12,2023,01/02/2023,Madrid,227.2876596,126.85,122.46,59.06,23.8,0.39,157.35,32.53,88.51,15.66
17,2023,01/02/2023,Seoul,186.4824025,51.58,85.1,55.2,45.39,2.68,185.45,-3.51,65.35,7.42
10,2023,01/02/2023,Bangkok,271.6691489,143.7,163.11,82.98,42.88,2.36,193.1,13.13,39.52,19.07
18,2023,01/02/2023,Dubai,203.348617,62.2,168,83.98,40,6.59,50,7.98,15.72,17.63
13,2023,01/02/2023,Istanbul,191.3978925,18.98,152.66,79.63,3.14,5.77,153.68,2.68,95.8,3.49
17,2023,01/02/2023,Seoul,241.59,16.06,187.81,19.77,4.52,9.89,19.29,36.91,29.39,11.41
14,2023,01/02/2023,Moscow,234.9232979,25.19,186.91,37.52,6.25,0.83,99.14,15.93,56.21,14.09
10,2023,01/02/2023,Bangkok,291.4270213,67.41,63.82,47.1,18.35,3.97,60.1,-3.75,43.64,13.76
19,2023,01/02/2023,Berlin,286.2453191,140.7,28.2,49.23,34.06,7.23,85.77,24.52,96.11,3.44
10,2023,01/02/2023,Bangkok,173.0835616,22.02,93.43,32.68,16.34,1.06,44.19,19.81,84.23,7.44
13,2023,01/02/2023,Istanbul,181.7269758,59.26,65.79,49.75,24.83,7.02,96.65,-4.77,58.77,14.71
14,2023,01/02/2023,Moscow,297.9357447,47.43,16.88,43.18,8.48,4.07,117.5,28.14,40.14,19.41
6,2023,01/02/2023,Tokyo,199.4113804,8.43,156.84,82.9,23.01,9.41,197.12,24.46,98.69,0.55
7,2023,01/02/2023,Sydney,241.832234,119.7,61.33,82.46,22.25,1.38,75.84,2.4,68.05,15.09
16,2023,01/02/2023,Toronto,242.4114894,94.26,19.62,18.36,23.65,2.63,33.2,20.35,46.19,9.94
15,2023,01/02/2023,Johannesburg,250.4368085,24,30.53,27.83,28.32,9.7,165.54,3.18,66.67,8.12
10,2023,01/02/2023,Bangkok,171.0130664,112.43,71.31,92.25,33.54,5.24,145.32,-3.27,94.73,6.39
5,2023,01/02/2023,Paris,184.8873684,64.79,26.82,56.4,37.22,3.88,174.79,8.87,34.75,10.09
4,2023,01/02/2023,Mumbai,263.7070213,118.55,174.2,34.77,44.27,1.73,194.85,25.06,68.75,4.06
19,2023,01/02/2023,Berlin,106.9047475,110.67,98.55,50.69,32.92,4.7,152.94,16.43,61.93,1.18
1,2023,01/02/2023,Los Angeles,252.5431915,35.36,140.96,37.76,12.36,9.28,122.49,11.43,66.92,13.71
11,2023,01/02/2023,Mexico City,244.9391489,143.68,71.27,50.66,26.89,2.71,44.32,36.63,61.35,9.5
1,2023,01/02/2023,Los Angeles,283.1489362,136.08,138.38,72.56,13.78,7.29,131.33,28.32,69.71,14.84
15,2023,01/02/2023,Johannesburg,295.787234,53.04,146.6,76.57,21.69,1.62,132.24,37.37,13.87,12.95
8,2023,01/02/2023,Rio de Janeiro,99,72.43,36.24,25.75,9.74,2.11,134.96,-0.61,48.24,9.87
13,2023,01/02/2023,Istanbul,174.3640674,19.7,90.44,29.32,45.69,8.74,12.52,5.79,22.78,13.12
9,2023,01/02/2023,Cairo,294.8393617,52.94,116.83,94.85,22.83,3.49,130.96,12.64,24.48,11.4
17,2023,01/02/2023,Seoul,251.9323404,124.22,160.26,11.53,29.19,6.75,47.57,-6.29,53.34,17.62
16,2023,01/02/2023,Toronto,255.081383,121.42,50.76,84.25,29,7.8,26.04,10,42.4,8.06
16,2023,01/02/2023,Toronto,184.1485774,128.06,105.94,10.72,27.67,7.41,108.23,-3.94,98.35,14.01
6,2023,01/02/2023,Tokyo,292.7329787,14.13,49.5,87.53,3.9,8.66,173.1,3.76,16.41,7.29
5,2023,01/02/2023,Paris,154.459431,39.15,51.04,64.16,33.89,5.77,144.77,23.23,47.18,10.24
11,2023,01/02/2023,Mexico City,251.2161702,24.86,10.79,50.82,12.33,8.57,198.04,14.75,10.4,12.15
9,2023,01/02/2023,Cairo,117.2392929,115.01,174.63,93,1.74,4.67,56.77,13.54,51.34,4.14
1,2023,01/02/2023,New York,284.6760638,98.27,141.99,73.44,21.66,4.88,44.52,14.68,93.08,8.07
9,2023,01/02/2023,Cairo,157.1495258,149.26,39.19,54.54,37.17,1.59,70.58,-3.06,72.63,15.62
7,2023,01/02/2023,Sydney,194.9915701,68.59,110.7,75.77,42.99,7.41,191.86,7.79,89.04,0.68
14,2023,01/02/2023,Moscow,71.86180258,21.62,24.81,82.3,31.62,3.63,138.21,38.98,58.22,3.54
7,2023,01/02/2023,Sydney,178.4657895,99.52,148.96,84.36,35.77,9.47,144.54,19.39,92.47,7.99
5,2023,01/02/2023,Paris,213.1117021,133.74,49.38,52.17,6.13,3.64,72.92,4.34,57.85,13.67
4,2023,01/02/2023,Mumbai,296.9668085,143.97,97.39,91.96,44.34,5.49,186.94,32.35,49.35,9.1
14,2023,02/02/2023,Moscow,189.5294737,50.52,176.55,40.19,5.84,7.27,66.45,-9.28,48.73,11.72
19,2023,02/02/2023,Berlin,180.44647,148.77,170.87,36.14,39.77,3.64,147.78,-3.58,14.54,2.22
10,2023,02/02/2023,Bangkok,241.5689362,137.29,198.46,79.02,20.68,9,63.46,27.92,72.34,9.95
16,2023,02/02/2023,Toronto,202.3691489,100.47,91.41,15.7,6.94,7.91,185.76,0.32,53.97,17.78
5,2023,02/02/2023,Paris,247.4878723,80.32,179.53,40.15,34.49,7.65,170.74,4.82,61.83,13.26
9,2023,02/02/2023,Cairo,181.6598525,144.25,83.64,85.52,5.29,2.49,30.58,31.82,90.57,6.95
12,2023,02/02/2023,Madrid,270.8160638,42.18,70.64,11.3,48.79,7.45,59.07,16.33,50.73,2.01
18,2023,02/02/2023,Dubai,231.3529787,50.91,94.27,23.94,33.08,3.91,148.36,-3.49,81.69,11.78
4,2023,02/02/2023,Mumbai,178.4844046,72.16,76.19,19.31,22.01,2.6,113.54,14.37,15.53,5.32
19,2023,02/02/2023,Berlin,195.4046365,135.57,178.79,9.95,41.7,2.78,178.09,1.06,53.5,13.02
5,2023,02/02/2023,Paris,199.2358272,11.88,35.73,44.18,3.2,2.08,82.56,21.93,10.62,13.49
14,2023,02/02/2023,Moscow,287.6671277,75.7,94.52,47.39,8.91,2.64,176.99,29.86,24.94,4.03
4,2023,02/02/2023,Mumbai,298.0726596,70.32,52.68,16.06,13.52,4.89,51.5,34.88,94.14,11.92
7,2023,02/02/2023,Sydney,217.2718085,118.44,113.5,38.85,12.05,5.44,44.26,15.51,31.16,15.2
4,2023,02/02/2023,Mumbai,220.7789362,8.21,134.28,49.39,39.39,1.03,119.84,19.3,70.39,10.95
7,2023,02/02/2023,Sydney,298.9257447,23.1,184.36,7.6,12.93,4.67,123.56,13.49,52.55,4.67
2,2023,02/02/2023,London,176.0060063,47.98,64.91,60.44,21.92,0.67,117.18,-1.39,48.29,17.69
1,2023,02/02/2023,New York,198.2721053,23.76,11.83,64.79,30.39,1.57,64.34,-1.77,53.72,7.99
7,2023,02/02/2023,Sydney,81.51066667,103.93,176.58,89.46,25.3,5.41,51.12,-0.88,40.34,19.9
1,2023,02/02/2023,New York,245.0023404,103.69,144.15,10.03,17.28,6,198.98,8.79,51.2,13.45
1,2023,02/02/2023,New York,193.2308746,80.86,31.52,28.62,18.78,2.56,100.94,29.2,63.66,7.32
11,2023,02/02/2023,Mexico City,285.0025532,112.53,121.15,27.84,12.46,6.38,60.04,28.23,53.92,8.35
6,2023,02/02/2023,Tokyo,269.183617,25.58,30.69,58.43,26.5,9.8,144.52,2.37,57.44,7.82
8,2023,02/02/2023,Rio de Janeiro,196.8245522,116.01,170.05,68.29,48.25,4.39,107.3,0.07,69.39,8.47
19,2023,02/02/2023,Berlin,117.4482412,118.5,102.05,24.86,32.64,1.76,150.14,38.15,43.48,12.42
6,2023,02/02/2023,Tokyo,137.9839196,114.88,20.5,38.11,10.25,9.01,94.48,8.33,83.24,17.67
15,2023,02/02/2023,Johannesburg,245.6131915,30.74,147.47,63.29,3.07,4.86,172.29,39.86,95.36,9.74
19,2023,02/02/2023,Berlin,212.7746809,106.4,35.63,37.66,22.48,2.67,104.33,16.34,94.75,5.3
5,2023,02/02/2023,Paris,276.9245745,108.73,150.49,78.78,15.26,0.31,62.22,-3.9,50.32,19.5
11,2023,02/02/2023,Mexico City,141.46,141.5,61.53,16.42,31.11,6.49,57.83,24.43,30.52,18.07
5,2023,02/02/2023,Paris,275.7660638,148.92,82.08,93.04,27.17,2.24,58.3,14.67,10.1,11.32
8,2023,02/02/2023,Rio de Janeiro,158.6520548,131.01,160.2,46.8,6.16,4.64,188.29,-1.97,98.11,1.36
10,2023,02/02/2023,Bangkok,208.9410638,96.64,143.36,48.17,40.65,9.58,198.17,-9.44,40.43,16.87
15,2023,02/02/2023,Johannesburg,183.4979979,8.07,161.87,33.19,1.37,4,121.45,-8.27,77.85,18.52
4,2023,02/02/2023,Mumbai,215.5761702,68.61,60.08,12.73,24.4,5.67,124.78,21.04,10.59,6.76
17,2023,02/02/2023,Seoul,219.4940426,124.58,113.47,58.75,18.27,4.36,134.82,30.31,51.35,3.08
14,2023,03/02/2023,Moscow,199.4842105,37.97,159.77,32.21,47.7,3.27,188.09,3.55,62.3,9.62
16,2023,03/02/2023,Toronto,271.3215957,90.31,19.99,94.71,46.9,7.49,157.66,39.57,70.63,19.31
1,2023,03/02/2023,New York,210.5840426,51.27,116.26,9.94,8.55,5.98,169.06,10.81,32.87,3.06
19,2023,03/02/2023,Berlin,196.9568421,27.69,18.01,40.57,47.99,3.01,31.85,23.04,61.71,4.45
5,2023,03/02/2023,Paris,190.5252898,62.44,40.4,46.43,27.55,1.56,37.09,28.84,45.62,7.17
3,2023,03/02/2023,Beijing,108.879596,18.91,101.35,46.62,8.04,5.8,187.04,37.92,21.44,13.78
13,2023,03/02/2023,Istanbul,195.9416228,7.05,145.7,73.68,44.08,7.11,147.16,6.2,93.21,17.17
16,2023,03/02/2023,Toronto,177.7667018,13.34,119.95,8.93,13.14,5.59,190.83,38.14,14.5,17.47
7,2023,03/02/2023,Sydney,247.4984043,148.33,67.37,25.7,44.51,5.44,133.4,10.81,98.53,11.42
3,2023,03/02/2023,Beijing,187.5925184,10.02,59.16,7.36,5.58,7.85,157.03,12.6,58.89,3.23
10,2023,03/02/2023,Bangkok,89.74959596,72.04,123.08,71.87,30.93,8.18,96.14,10.23,34.85,5.81
12,2023,03/02/2023,Madrid,166.3963158,23.15,169.24,82.3,23.32,1.82,20.01,13.39,81.01,9.62
3,2023,03/02/2023,Beijing,193.6491043,149.98,167.32,41.87,35.3,1.23,105.26,37.39,82.89,2.45
17,2023,03/02/2023,Seoul,153.5531579,30.07,186.88,6.42,5,0.67,60.8,25.12,54.04,17.51
3,2023,03/02/2023,Beijing,254.9023404,95.37,19.18,70.18,48.11,2.99,23.32,17.06,84.69,6.04
9,2023,03/02/2023,Cairo,265.5711702,143.63,50.99,63.38,3.24,0.17,42.17,19.21,76.29,19.36
1,2023,03/02/2023,Los Angeles,296.3770213,35.12,58.78,48.54,35.72,7.02,12.54,2.12,99.68,1.87
5,2023,03/02/2023,Paris,192.5984211,56.28,138.54,36.7,11.8,8.3,151.36,34.94,56.17,10.03
19,2023,03/02/2023,Berlin,290.4370213,67.43,96.79,43.23,29.19,6.01,148.5,26.21,58.54,2.71
17,2023,03/02/2023,Seoul,192.3663158,21.09,169.32,97.62,20.58,9.79,88.67,30.36,69.81,9.04
1,2023,03/02/2023,New York,193.1482613,52.08,85.01,83.37,42.24,7.78,17.04,-7.46,74.91,7.14
2,2023,03/02/2023,London,141.8251256,49.46,30.92,26.45,13.19,8.66,102.04,0.13,22.23,6.11
3,2023,03/02/2023,Beijing,196.5044257,137.13,76.76,90.92,14.6,6.91,84.78,8.38,75.55,9.77
1,2023,03/02/2023,Los Angeles,244.3493617,16.98,193.97,32.64,23.03,3.7,172.77,26.99,62.96,13.73
5,2023,03/02/2023,Paris,83.78583691,116.69,15.04,53.17,20.94,2.51,115.1,17.67,98.26,11.09
19,2023,03/02/2023,Berlin,154.5833509,109.19,50.92,99.47,3.62,2.45,103.82,8.39,61.34,13.67
16,2023,03/02/2023,Toronto,290.342234,132.05,37.39,35.11,24,1.91,55.01,14.5,59.35,15.12
8,2023,03/02/2023,Rio de Janeiro,267.4142553,21.17,170.92,90.37,28.51,7.08,23.05,39.61,90.48,12.08
19,2023,03/02/2023,Berlin,255.4078723,142.54,105,10.63,24.27,3.85,18.49,37.25,72.71,10.2
11,2023,03/02/2023,Mexico City,287.4564894,107.34,163.18,72.35,6.83,4.76,37.63,15.66,57.48,13.05
18,2023,03/02/2023,Dubai,286.3506383,39.75,199.85,35.4,14.69,7.9,150.15,18.07,89.5,18.62
1,2023,03/02/2023,Los Angeles,229.8574468,117.63,120.08,41.16,5.44,2.75,104.8,-2.45,84.22,9.04
16,2023,03/02/2023,Toronto,245.7606383,17.59,133.29,86.43,48.71,2.14,64.14,25.75,80.3,2.53
1,2023,03/02/2023,New York,177.1505263,126.37,163.6,86.24,46.48,2.54,23.05,28.48,78.22,4
10,2023,03/02/2023,Bangkok,108.0480808,47.99,76.14,14.57,6.9,3.55,102.13,18.16,47.1,9.84
2,2023,03/02/2023,London,254.7443617,100.59,138.65,9.68,28.4,1.09,196.56,34.01,75.41,3.64
1,2023,03/02/2023,New York,199.7831401,97.65,78.75,36.95,17.38,1.9,167.31,14.21,45.96,9
16,2023,03/02/2023,Toronto,116.7789899,82.85,19.54,89.45,18.5,7.29,190.92,5.51,66.63,1.22
2,2023,03/02/2023,London,171.586196,37.4,90.57,51.78,8.94,5.52,86.99,19.96,45.17,15.44
12,2023,03/02/2023,Madrid,157.8857895,138.1,186.85,40.47,25.92,3.91,91.16,16.92,27.03,5.5
1,2023,03/02/2023,New York,99.4111588,59.77,15.45,84.03,29.57,9.65,91.97,7.54,56.75,2.38
5,2023,03/02/2023,Paris,248.772766,45.94,113.42,68.58,23.06,5.95,157.18,-2.1,22.68,3.55
18,2023,04/02/2023,Dubai,151.4182297,81.65,175.41,51.14,10.14,8.19,176,37.66,54.57,10.08
3,2023,04/02/2023,Beijing,157.7826316,93.67,41.8,55.27,34.08,6.59,162.34,-2.02,43.73,6.36
6,2023,04/02/2023,Tokyo,180.2709168,46.46,95.54,5.62,35.12,1.63,155.82,32.72,42.51,12.46
16,2023,04/02/2023,Toronto,193.4322445,40.5,71.68,64.45,47.13,3.69,131.64,8.24,62.11,1.28
16,2023,04/02/2023,Toronto,184.4738672,104.85,39.32,18.31,45.39,9.23,172.32,7.64,52.92,16.96
12,2023,04/02/2023,Madrid,71.9,24.1,171.57,71.91,29.56,7.47,182.11,11.85,89.49,5.37
2,2023,04/02/2023,London,179.7442571,101.69,174.32,71.47,49.28,5.02,105.65,23.21,23.83,15.37
6,2023,04/02/2023,Tokyo,236.7347872,125.06,197.15,95.49,40.75,8.19,113.74,1.53,50.63,19.33
4,2023,04/02/2023,Mumbai,298.6519149,140.16,78.24,61.18,29.03,2.03,40.91,34.73,10.02,14.69
8,2023,04/02/2023,Rio de Janeiro,167.5536354,94.27,198.95,10.33,6.13,6.95,149.66,20.26,25.09,12.99
1,2023,04/02/2023,Los Angeles,296.9246809,94.47,133.62,72.65,12.66,8.13,106.12,25.91,59.58,10.53
11,2023,04/02/2023,Mexico City,194.3521053,89.58,149.87,64.78,21.45,3.09,19.51,-0.89,13.61,9.04
8,2023,04/02/2023,Rio de Janeiro,168.9993678,20.15,19.08,77.43,37.66,1.38,178.49,15.27,23.97,8.93
15,2023,04/02/2023,Johannesburg,107.4758794,106.38,103.29,16.8,19.59,9.43,13.6,6.92,57.6,13.96
10,2023,04/02/2023,Bangkok,187.6080084,133.49,147.75,58.05,15.87,6.54,93.35,22.8,97.43,14.84
11,2023,04/02/2023,Mexico City,207.6035106,97.4,94.98,64.87,31.35,0.19,112.81,1.45,79.2,5.19
11,2023,04/02/2023,Mexico City,290.6897872,10.05,171.33,84.91,37.12,4.81,181.38,31.6,31.89,17.37
9,2023,04/02/2023,Cairo,271.542766,33.36,22.58,29.7,20.55,7.8,181.23,4.1,17.64,17.7
13,2023,04/02/2023,Istanbul,251.2582979,118.8,21.56,48,20.07,3.43,85.75,1.06,91.35,7.8
15,2023,04/02/2023,Johannesburg,183.6838778,37.26,175.11,34.68,38.86,1.69,187.15,23.56,39.09,5.75
11,2023,04/02/2023,Mexico City,280.3895745,69.81,190.17,45.57,1.23,3.6,172.98,0.12,12.42,15.31
1,2023,04/02/2023,Los Angeles,260.3368085,84.21,106.96,61.14,14.07,2.97,153.72,6.52,24.08,3.44
1,2023,04/02/2023,Los Angeles,253.47,56.31,27.23,79.28,6.97,1.53,105.24,39.46,57.96,8.04
1,2023,04/02/2023,Los Angeles,228.0038298,8.43,179.38,95.63,2.25,9.73,88.63,36.86,50.13,7.04
1,2023,04/02/2023,New York,270.8476596,112.19,135.93,84.32,43.84,9.6,52.12,13.85,24.84,12.48
10,2023,04/02/2023,Bangkok,281.1584043,120.33,190.04,36.04,30.86,6.56,39.9,35.18,91.77,4.05
16,2023,04/02/2023,Toronto,286.4664894,5.87,21.36,59.44,40.97,6.59,19.05,13.94,17.13,17.63
5,2023,04/02/2023,Paris,274.7234043,111.17,135.77,71.61,28.37,3.64,33.05,-5.44,48.81,2.6
14,2023,04/02/2023,Moscow,209.1517021,23.52,159.75,90.93,45.99,1.38,139.93,18.71,23.37,7.19
3,2023,04/02/2023,Beijing,280.2315957,137.68,152.02,82.59,23.35,8.18,88.67,28.54,25.56,3.69
1,2023,04/02/2023,New York,246.9823404,87.56,48.75,72.25,43.66,8.73,67.22,25.96,63.47,15.85
6,2023,04/02/2023,Tokyo,201.126383,35.66,158.81,32.7,32.88,5.86,197.08,25.32,58.87,10.23
13,2023,04/02/2023,Istanbul,168.596628,129.98,64.43,67.21,16.29,9.24,102.81,3.83,69.85,5.77
1,2023,04/02/2023,New York,194.7127503,90.36,191.04,27.2,27.24,8.94,30.95,27.38,88.28,1.59
1,2023,04/02/2023,New York,277.3458511,38.13,125.27,49.98,20.44,9.58,45.64,0.03,96.88,0.62
6,2023,04/02/2023,Tokyo,177.2710221,126.4,108.47,70.99,26.08,7.96,84.41,19.74,26.9,4.73
15,2023,04/02/2023,Johannesburg,191.2688093,127.46,95.07,69.95,29.09,5.99,112.27,2.79,35.5,13.49
10,2023,04/02/2023,Bangkok,208.172234,56.99,155.32,78.97,13.04,5.11,191.16,-6.84,25.4,19.25
8,2023,04/02/2023,Rio de Janeiro,174.8494204,126.93,85.2,33.89,48.63,3.14,198.72,39.55,38.96,8.41
5,2023,05/02/2023,Paris,238.9675532,27.62,86.23,73.53,32.45,0.16,145.08,38.55,66.46,14.55
15,2023,05/02/2023,Johannesburg,152.8484721,50.35,69.68,82.06,29.29,5.81,99.87,1.6,53.45,5.8
12,2023,05/02/2023,Madrid,162.6691254,76.19,19.69,48.92,18.32,0.92,92.4,35.14,73.98,0.74
1,2023,05/02/2023,Los Angeles,117.9619192,137.04,108.54,82.9,8.72,2.24,42.42,15.74,19.4,4.07
15,2023,05/02/2023,Johannesburg,296.2611702,27.33,149.19,18.92,11.25,2.3,174.91,6.38,42.37,6.5
8,2023,05/02/2023,Rio de Janeiro,183.7200211,86.53,56.27,68.19,15.31,3.56,43.68,0.09,30.55,9.53
1,2023,05/02/2023,Los Angeles,172.8667018,47.74,77.51,69.55,9.17,2.84,23.53,20.7,22.96,12.7
12,2023,05/02/2023,Madrid,230.7631915,93.22,87.59,31.55,39.53,5.68,84.27,36.45,93.4,12.79
6,2023,05/02/2023,Tokyo,190.8247629,42.93,53.83,96.24,16.74,8.23,57.16,4.65,18.22,19.79
5,2023,05/02/2023,Paris,197.7047368,136.73,198.73,94.41,37.9,8.18,187.01,31.69,73.09,19.93
6,2023,05/02/2023,Tokyo,267.7828723,132.63,160.95,67.37,37.48,4.36,90.07,37.64,11.51,10.95
9,2023,05/02/2023,Cairo,286.3190426,143.64,127.84,11.95,11.85,3.56,104.11,9.55,41.84,6.19
11,2023,05/02/2023,Mexico City,170.4760801,39.37,172.09,34.06,30.2,2.36,169.41,26.04,81.06,14
11,2023,05/02/2023,Mexico City,242.1587234,87.44,151.82,96.76,30.87,8.26,142.05,25.2,89.64,12.97
18,2023,05/02/2023,Dubai,186.77,78.1,196.71,20.84,36.43,9.07,23.92,27.66,15.12,5.79
11,2023,05/02/2023,Mexico City,167.5052632,12.76,189.27,82.32,28.89,3.43,20.73,-3.93,75.14,3.63
9,2023,05/02/2023,Cairo,193.1017914,59.08,128.52,8.28,28.29,2.28,74.53,38.13,17.71,17.26
8,2023,05/02/2023,Rio de Janeiro,119.2949749,118.87,129.64,21.24,31.63,5.61,60.33,14.53,92.52,18.1
15,2023,05/02/2023,Johannesburg,167.0218124,97.85,78.67,83.71,27.59,4.28,35.21,-0.95,33.61,14.58
10,2023,05/02/2023,Bangkok,131.1386935,141.95,73.75,88.56,44.03,6.58,134.26,18.86,46.68,8.35
2,2023,05/02/2023,London,273.5754255,101.62,72.29,20.27,48.32,5,196.45,8.37,74.53,12.33
9,2023,06/02/2023,Cairo,160.8361433,73.96,136.78,87.93,37.49,9.84,58.96,-0.74,53.7,10.75
16,2023,06/02/2023,Toronto,274.2389362,126.17,90.29,76.26,44.17,3.33,157.44,35.4,59.5,9.65
9,2023,06/02/2023,Cairo,102.6497487,126.42,136.29,80.73,38.12,4.4,127.37,-4.44,62.72,0.91
1,2023,06/02/2023,Los Angeles,162.0082192,25.05,137.39,86.14,2.11,1.36,101.04,5.22,47.12,4.25
11,2023,06/02/2023,Mexico City,266.4769149,65.13,58.33,25.54,2.46,7.99,116.14,39.16,98.45,6.5
10,2023,06/02/2023,Bangkok,213.0801064,110.27,191.4,60.85,49.71,3.04,122.95,19.98,69.92,18.79
12,2023,06/02/2023,Madrid,271.1425532,67.81,80.78,79.65,6.47,4.35,184.09,-1.89,92.62,9.28
12,2023,06/02/2023,Madrid,298.0621277,92.85,54.64,73.19,5.44,4.34,120.98,18.52,86.07,16.37
4,2023,06/02/2023,Mumbai,246.5926596,60.67,95.36,65.53,13,8.69,156.72,23.55,40.31,10.26
6,2023,06/02/2023,Tokyo,297.1458511,23.44,44.81,95.87,26.64,7.49,63.53,-8.94,60.46,14.87
1,2023,06/02/2023,New York,212.1638298,55.01,84.72,37.67,49.89,7.95,50.49,35.65,11.92,17.56
4,2023,06/02/2023,Mumbai,201.0526596,107.11,110.8,88.25,10.09,9.89,155.32,27.62,48.63,8.01
4,2023,06/02/2023,Mumbai,180.3277134,120.27,64.49,29.3,9.79,6.76,157.75,11.75,51.62,19.69
16,2023,06/02/2023,Toronto,189.5597471,144.84,23.41,92.76,4.75,2.05,100.89,30.96,98.62,13.72
14,2023,06/02/2023,Moscow,135.02,14.69,184.88,42.73,22.16,7.53,140.71,31.35,94.97,14.12
8,2023,06/02/2023,Rio de Janeiro,216.1343617,51.42,129.25,93.81,41.82,3.18,186.99,28.66,82.66,19.42
10,2023,06/02/2023,Bangkok,286.2979787,36.17,134.56,84.55,2.06,4.78,10.84,36.57,77.98,18.33
1,2023,06/02/2023,Los Angeles,197.1291886,16.73,88.63,17.55,16.38,0.99,80.72,31.7,77.27,17.04
4,2023,06/02/2023,Mumbai,189.7873684,74.55,68.41,18.47,31.12,5.64,63.22,39.64,51.04,3.22
1,2023,06/02/2023,New York,255.1761702,136.69,185.08,16.42,47.1,1.87,120.37,12.65,22.71,10.47
1,2023,06/02/2023,Los Angeles,223.5067021,76.82,83.33,34.28,25.84,5.15,43.8,1.13,18.96,4.59
3,2023,06/02/2023,Beijing,211.6793617,111.69,125.68,5.63,43.1,0.88,168.17,0.92,86.15,13.7
12,2023,06/02/2023,Madrid,218.8515957,122.52,112.07,9.64,7.58,7.47,117.47,29.4,54.14,6.07
11,2023,06/02/2023,Mexico City,160.5315068,131.76,25.6,91.76,48.5,2.29,172.6,-0.73,11.55,13.78
15,2023,06/02/2023,Johannesburg,283.2437234,125.54,131.82,24.82,7.8,3.37,175.54,9.34,83.53,13.04
9,2023,06/02/2023,Cairo,237.5562766,26.81,99.2,56.4,4.03,5.54,149.29,-7.64,63.46,9.27
9,2023,06/02/2023,Cairo,254.4178723,48.81,34.52,34.54,31.22,0.68,197.29,-3.93,97.25,0.71
1,2023,06/02/2023,Los Angeles,95.60065217,72.58,148.26,59.81,37.87,7.03,116.6,-4.5,10.31,13.06
14,2023,06/02/2023,Moscow,149.0396985,59.73,176.96,99.32,13.74,4.09,106.05,18.09,20.66,2
