Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2023-01-22,Cairo,Egypt,,116.54,140.79,10.51,4.53,7.12,120.82,31.34,26.52,3.93
2023-01-22,Johannesburg,South Africa,,147.45,90.97,57.09,48.68,4.84,168.73,21.36,65.11,13.22
2023-01-22,Beijing,China,,33.44,57.52,10.02,4.7,6.25,36.45,-6.01,75.57,18.81
2023-01-22,Toronto,Canada,,86.5,95.17,5.56,29.33,7.32,155.03,15.21,33.15,7.44
2023-01-22,Seoul,South Korea,,96.03,170.57,18.43,20.3,0.55,141.03,-4.44,74.21,17.44
2023-01-22,Berlin,Germany,,19.29,167.35,6.31,45.57,5.09,89.69,-5.83,77.65,8.02
2023-01-22,Johannesburg,South Africa,,129.97,77.7,98.01,44.75,9.86,61.21,7.34,44.51,8.73
2023-01-22,Seoul,South Korea,,124.14,165.29,24.74,29.29,2.37,156.61,1.1,13.27,6.81
2023-01-22,Cairo,Egypt,,126.01,11.35,82.56,29.1,7.32,86.83,3.27,76.75,8.58
2023-01-22,Berlin,Germany,,60.67,117.57,64.04,9.66,7.04,112.53,32.02,93.3,11.73
2023-01-22,Toronto,Canada,,86.09,88.32,95.62,38.02,9.33,86.51,29.41,22.53,11.78
2023-01-22,Dubai,UAE,,7.99,155.2,35.39,3.62,6.6,147.93,25.77,36.11,4.94
2023-01-22,Dubai,UAE,,20.98,137.7,5.15,15.37,5.22,166.72,31.04,49.67,4.77
2023-01-22,New York,USA,,143.67,45.46,9.53,41.86,2.38,98.58,35.45,72.2,9.7
2023-01-22,Istanbul,Turkey,,60.08,84.91,85.9,26.39,8.19,50.5,13.97,41.78,16.67
2023-01-23,Sydney,Australia,,23.23,11.54,40.02,5.23,7.91,74.75,14.06,56.35,1.34
2023-01-23,New York,USA,,74.35,32.48,9.58,21.88,5.58,142.96,34.42,50.69,11.7
2023-01-23,Istanbul,Turkey,,143.11,86.42,49.99,28.82,6.19,50.81,-2.6,81.4,2.86
2023-01-23,Bangkok,Thailand,,38.81,39.01,24.05,40.91,4.45,105.87,21.32,62.83,14.67
2023-01-23,Moscow,Russia,,108.28,144.49,81.32,45.17,9.4,128.93,-6.53,65.83,3.72
2023-01-23,Bangkok,Thailand,,43.62,96.22,91.76,46.28,0.62,135.4,35.98,51.28,11.73
2023-01-23,Mumbai,India,,103.6,195.23,29.6,39.41,0.42,66.51,22.86,99.51,13.05
2023-01-23,Toronto,Canada,,47.17,36.36,73.16,29.15,7.79,199.03,-9.83,88.27,5.94
2023-01-23,Bangkok,Thailand,,64.57,94.19,49.29,7.57,4.47,191.28,18.09,88.33,17.84
2023-01-23,Cairo,Egypt,,86.75,10.12,44.1,8.13,3.52,71.19,21.84,28.3,15.87
2023-01-23,Rio de Janeiro,Brazil,,114.3,128.88,51.62,5.31,0.83,63.45,14.41,62.45,17.82
2023-01-23,Berlin,Germany,,24.03,31.29,98.7,28.47,0.92,11.18,-2.15,72.65,8.72
2023-01-23,Paris,France,,24.34,24.4,44.13,20.16,3.76,98.2,-9.48,31.87,16.04
2023-01-23,Sydney,Australia,,17.59,88.7,88.57,6.93,2.0,20.44,0.63,59.4,18.18
2023-01-23,Beijing,China,,88.12,123.9,5.43,16.89,3.92,196.08,-0.87,16.6,12.65
2023-01-23,Dubai,UAE,,103.87,173.88,36.61,1.35,5.96,177.91,22.32,68.69,15.33
2023-01-23,Beijing,China,,34.08,19.68,68.49,46.95,1.27,96.13,-6.72,28.72,13.69
2023-01-23,Paris,France,,80.68,109.2,80.08,27.68,7.86,84.59,9.1,40.46,19.3
2023-01-23,Moscow,Russia,,104.35,35.07,58.32,47.73,9.09,117.21,30.3,49.34,17.05
2023-01-23,Sydney,Australia,,12.36,140.56,7.24,7.01,4.24,154.76,-3.07,34.98,13.2
2023-01-23,Berlin,Germany,,123.27,62.71,51.01,16.76,2.4,177.72,26.76,28.28,12.92
2023-01-23,Dubai,UAE,,92.46,89.94,76.23,28.58,1.27,110.58,29.17,13.63,18.59
2023-01-23,Tokyo,Japan,,20.28,42.85,73.26,44.45,6.55,139.54,-3.82,14.07,19.64
2023-01-23,Berlin,Germany,,25.28,14.14,99.84,36.7,5.85,39.38,2.78,67.39,3.91
2023-01-23,Beijing,China,,64.74,188.33,47.89,49.94,3.88,20.18,10.55,26.46,3.43
2023-01-23,Istanbul,Turkey,,22.05,28.71,43.12,45.73,8.8,55.72,10.74,90.35,9.24
2023-01-23,Cairo,Egypt,,129.68,65.98,75.89,25.45,2.37,40.9,29.62,41.1,14.23
2023-01-23,Los Angeles,USA,,20.69,138.7,72.77,17.56,3.78,111.74,27.1,16.98,17.96
2023-01-23,Mumbai,India,,60.74,87.76,66.1,46.08,5.47,111.08,4.3,28.97,12.1
2023-01-23,Berlin,Germany,,15.39,57.06,39.39,6.72,2.56,187.58,4.49,89.69,13.18
2023-01-23,Berlin,Germany,,24.08,159.51,6.65,35.43,2.98,67.37,10.69,15.81,6.11
2023-01-23,Mexico City,Mexico,,104.99,64.06,6.56,14.42,1.24,137.67,30.29,54.38,10.67
2023-01-23,Cairo,Egypt,,117.4,73.38,24.59,13.24,8.06,166.82,6.67,49.4,13.65
2023-01-23,Sydney,Australia,,51.93,21.75,35.33,45.22,7.68,23.58,6.53,71.17,18.49
2023-01-24,Istanbul,Turkey,,19.96,31.14,44.73,17.11,5.86,102.89,8.85,88.86,18.17
2023-01-24,Johannesburg,South Africa,,75.82,33.56,73.43,36.35,5.55,95.27,27.13,20.55,11.8
2023-01-24,Toronto,Canada,,106.93,99.65,70.38,35.91,6.22,119.49,16.83,27.16,18.94
2023-01-24,Rio de Janeiro,Brazil,,136.78,80.31,7.62,10.18,2.01,69.42,37.0,39.59,4.25
2023-01-24,London,UK,,82.8,12.37,39.99,30.25,5.43,88.61,37.5,97.55,15.56
2023-01-24,Bangkok,Thailand,,125.5,164.13,45.17,22.74,0.67,129.49,-0.57,95.47,8.88
2023-01-24,Beijing,China,,36.78,160.38,74.85,13.56,0.85,194.34,26.97,40.72,19.67
2023-01-24,Toronto,Canada,,84.73,170.1,86.94,17.76,0.18,10.33,-8.65,19.46,1.72
2023-01-24,Sydney,Australia,,95.39,11.35,95.05,10.9,9.44,159.42,32.93,90.52,3.52
2023-01-24,Beijing,China,,62.31,169.48,10.56,17.94,9.53,44.44,17.13,15.13,4.63
2023-01-24,London,UK,,107.95,106.5,59.63,45.7,4.5,109.31,13.63,13.51,2.97
2023-01-24,London,UK,,8.9,96.17,74.93,42.28,6.87,153.9,13.22,67.85,16.52
2023-01-24,Sydney,Australia,,96.69,138.42,97.1,1.9,5.66,21.2,12.83,97.02,15.26
2023-01-24,Los Angeles,USA,,139.37,100.3,77.56,11.96,6.07,191.49,6.14,23.29,6.38
2023-01-24,Cairo,Egypt,,26.66,165.85,14.54,42.69,9.8,178.71,2.87,83.85,1.18
2023-01-24,Madrid,Spain,,102.82,85.63,38.69,4.25,9.58,197.58,17.56,87.18,2.35
2023-01-24,Paris,France,,9.78,39.89,18.36,44.61,7.02,157.43,30.3,65.04,10.68
2023-01-24,Istanbul,Turkey,,17.01,173.98,66.9,17.86,2.1,138.14,33.27,24.26,4.78
2023-01-24,Tokyo,Japan,,43.9,151.82,46.85,26.62,4.28,13.33,12.42,32.76,4.99
2023-01-24,Los Angeles,USA,,138.24,165.89,81.13,18.34,1.23,114.52,27.26,53.48,12.17
2023-01-24,Mexico City,Mexico,,147.48,64.07,50.3,35.28,7.34,33.51,23.48,71.97,17.8
2023-01-24,Mumbai,India,,10.25,137.16,41.98,14.02,2.24,92.63,9.9,75.36,7.24
2023-01-24,Mexico City,Mexico,,100.09,113.44,78.69,33.57,7.47,73.62,18.36,86.38,18.16
2023-01-24,Johannesburg,South Africa,,41.27,186.58,86.66,7.94,9.64,125.91,-4.91,51.6,2.96
2023-01-24,Madrid,Spain,,31.26,117.55,39.19,2.12,3.4,53.67,22.96,41.49,3.64
2023-01-24,Berlin,Germany,,77.81,97.66,51.96,11.62,4.76,117.77,-1.25,17.42,14.64
2023-01-24,Mumbai,India,,42.6,68.71,85.7,20.06,3.92,25.79,23.69,70.23,1.12
2023-01-24,Beijing,China,,15.79,93.13,63.05,33.9,7.96,79.97,4.78,80.0,0.93
2023-01-24,Dubai,UAE,,43.01,123.9,49.85,44.09,4.37,120.82,15.8,89.96,6.64
2023-01-24,Madrid,Spain,,142.45,29.39,16.56,26.8,3.03,137.53,25.16,21.81,11.38
2023-01-24,Cairo,Egypt,,96.97,99.43,12.65,39.66,0.88,172.69,23.65,72.9,5.91
2023-01-24,Paris,France,,83.84,162.6,82.71,28.96,9.65,58.96,-7.72,30.66,11.14
2023-01-24,Toronto,Canada,,101.31,159.08,97.94,30.47,2.62,33.36,27.56,15.38,16.91
2023-01-24,Beijing,China,,26.56,56.8,70.87,15.83,4.16,153.04,22.57,71.65,6.65
2023-01-25,Rio de Janeiro,Brazil,,58.56,121.56,18.38,22.69,5.61,46.2,39.13,94.93,12.39
2023-01-25,Seoul,South Korea,,120.8,97.49,46.9,2.91,1.97,184.36,39.53,81.0,11.58
2023-01-25,Paris,France,,46.72,89.78,80.38,12.95,9.95,165.62,31.97,29.25,14.78
2023-01-25,Mumbai,India,,149.59,109.64,60.58,45.02,1.97,34.47,-7.1,30.3,16.41
2023-01-25,Dubai,UAE,,81.23,12.14,77.79,7.44,8.07,56.01,2.36,65.63,14.58
2023-01-25,Mumbai,India,,123.51,18.93,77.91,29.86,0.48,108.52,7.69,64.44,18.41
2023-01-25,Los Angeles,USA,,73.82,69.93,29.96,26.07,5.91,162.92,38.41,88.23,4.84
2023-01-25,Berlin,Germany,,12.69,178.07,70.29,4.9,2.37,20.49,28.68,36.13,17.99
2023-01-25,Mumbai,India,,137.67,141.18,19.14,13.06,4.84,122.64,4.34,87.92,16.49
2023-01-25,Johannesburg,South Africa,,135.99,62.94,6.37,25.85,5.66,153.19,18.21,95.92,13.43
2023-01-25,Mexico City,Mexico,,76.39,139.37,13.74,28.26,9.51,194.49,13.37,94.8,4.01
2023-01-25,Bangkok,Thailand,,106.05,94.38,41.27,30.5,2.48,187.63,31.78,71.08,10.62
2023-01-25,Mumbai,India,,47.54,45.47,83.6,15.8,6.43,170.52,11.18,11.56,4.59
2023-01-25,Istanbul,Turkey,,118.8,102.11,57.98,37.14,8.6,117.19,25.54,95.43,10.73
2023-01-25,Moscow,Russia,,43.65,14.97,10.69,37.76,9.85,62.92,37.17,60.02,10.04
2023-01-25,Tokyo,Japan,,26.53,185.16,14.64,48.23,1.4,110.66,14.88,26.6,6.8
2023-01-25,New York,USA,,105.06,94.68,73.49,39.81,0.19,155.92,32.62,45.49,6.19
2023-01-25,Johannesburg,South Africa,,126.95,185.35,58.91,5.92,0.3,177.85,26.08,95.03,8.31
2023-01-25,Johannesburg,South Africa,,97.6,148.29,43.14,25.74,4.85,151.11,30.51,73.91,13.88
2023-01-25,Dubai,UAE,,16.26,52.94,73.54,14.45,0.39,63.14,13.0,30.63,2.55
2023-01-25,Mexico City,Mexico,,142.39,174.4,45.82,19.48,2.38,131.31,19.5,55.14,7.8
2023-01-25,Dubai,UAE,,43.05,101.37,70.8,43.73,4.69,193.16,31.45,39.74,16.51
2023-01-25,Bangkok,Thailand,,121.4,159.7,97.66,27.71,6.92,143.9,25.39,65.61,15.68
2023-01-25,Rio de Janeiro,Brazil,,125.34,128.5,65.22,24.24,0.54,94.22,-0.72,36.22,10.23
2023-01-25,Sydney,Australia,,126.55,103.11,24.8,24.18,9.23,84.72,-6.3,77.21,12.3
2023-01-25,London,UK,,30.85,53.66,43.14,47.6,3.74,66.86,35.26,53.89,19.27
2023-01-25,Mumbai,India,,37.87,40.77,57.38,4.78,9.89,128.79,21.49,44.49,5.89
2023-01-25,Paris,France,,140.71,50.51,93.19,29.45,1.32,57.5,-4.41,91.29,0.5
2023-01-25,London,UK,,78.28,158.09,83.92,21.8,6.51,103.83,24.43,19.53,3.34
2023-01-25,Tokyo,Japan,,24.29,57.47,43.97,14.25,3.59,124.31,-0.55,87.48,4.62
2023-01-25,Beijing,China,,56.0,112.68,16.86,15.62,3.04,25.86,19.42,57.41,10.12
2023-01-25,Istanbul,Turkey,,67.29,170.5,49.28,25.24,1.83,85.83,-4.98,22.77,13.37
2023-01-25,Dubai,UAE,,41.9,70.82,80.77,22.07,8.63,97.38,36.46,66.36,14.05
2023-01-25,Madrid,Spain,,64.64,86.98,65.02,48.8,7.77,134.4,37.04,84.89,11.3
2023-01-25,Tokyo,Japan,,96.06,58.69,23.73,20.43,5.37,188.59,24.76,57.08,9.65
2023-01-25,Sydney,Australia,,29.13,22.81,84.03,25.56,2.68,194.78,33.16,76.03,3.2
2023-01-25,Sydney,Australia,,125.84,108.39,30.63,43.15,7.6,100.72,16.03,18.46,17.43
2023-01-25,Tokyo,Japan,,37.96,40.1,32.09,48.27,7.83,84.42,1.19,95.94,16.04
2023-01-25,Paris,France,,69.68,30.35,87.55,1.73,8.05,165.67,-1.86,17.35,17.66
2023-01-25,Toronto,Canada,,71.8,149.21,7.42,18.31,4.91,94.04,25.14,64.87,12.45
2023-01-26,Dubai,UAE,,132.82,120.11,18.79,8.67,9.49,68.17,34.99,65.11,15.08
2023-01-26,Cairo,Egypt,,34.43,46.15,31.89,18.67,0.95,178.42,25.31,23.21,5.39
2023-01-26,Mumbai,India,,66.47,31.87,74.83,4.32,8.33,148.26,22.81,64.19,19.38
2023-01-26,New York,USA,,26.22,85.6,61.45,15.69,5.49,142.62,14.54,70.48,16.12
2023-01-26,Mexico City,Mexico,,14.97,42.4,67.63,44.31,6.04,178.21,-1.89,75.63,16.76
2023-01-26,Johannesburg,South Africa,,127.99,11.74,86.43,12.11,2.03,20.22,-7.67,72.64,2.75
2023-01-26,Seoul,South Korea,,127.65,85.78,40.2,16.64,1.38,110.58,37.11,57.21,8.48
2023-01-26,Los Angeles,USA,,29.41,104.17,16.3,43.05,7.3,193.3,33.07,24.47,7.54
2023-01-26,Mumbai,India,,84.82,120.15,63.32,15.29,0.88,93.93,22.14,43.63,7.08
2023-01-26,Madrid,Spain,,100.02,121.33,28.63,10.62,0.81,120.32,5.63,54.94,5.07
2023-01-26,Madrid,Spain,,129.93,150.48,73.4,7.73,9.17,78.11,5.5,91.9,18.11
2023-01-26,Mumbai,India,,68.5,154.7,38.51,45.76,9.52,74.72,34.25,30.36,18.13
2023-01-26,Johannesburg,South Africa,,114.97,78.9,7.8,2.21,7.06,67.42,0.35,48.83,9.45
2023-01-26,New York,USA,,67.4,179.93,64.3,12.32,0.6,30.44,3.55,34.74,16.93
2023-01-26,Mexico City,Mexico,,92.82,80.86,64.78,37.23,1.18,183.06,38.61,15.12,7.25
2023-01-26,London,UK,,98.9,59.88,89.19,48.2,7.56,181.31,36.33,74.54,14.29
2023-01-26,Rio de Janeiro,Brazil,,97.15,147.47,49.13,37.72,1.86,173.68,27.83,34.44,13.21
2023-01-26,New York,USA,,16.19,168.89,69.42,27.09,5.12,172.49,14.66,61.25,1.96
2023-01-26,Mexico City,Mexico,,82.4,196.86,20.76,47.75,9.57,21.74,29.97,68.17,10.87
2023-01-26,London,UK,,145.01,59.27,42.57,34.85,5.51,192.61,24.15,18.76,18.6
2023-01-26,Cairo,Egypt,,57.77,20.18,16.81,44.2,9.25,33.84,11.08,63.62,19.71
2023-01-26,Los Angeles,USA,,77.58,125.34,6.18,29.49,9.54,32.57,35.54,56.4,12.8
2023-01-26,Toronto,Canada,,9.74,67.72,7.8,4.71,4.62,189.3,6.11,58.4,9.38
2023-01-26,Rio de Janeiro,Brazil,,70.26,31.57,8.01,12.67,0.13,182.04,24.88,31.7,12.9
2023-01-26,Seoul,South Korea,,100.83,97.9,68.91,37.11,3.75,96.87,32.18,25.29,2.15
2023-01-27,Toronto,Canada,,97.24,167.3,57.38,35.55,9.26,76.69,-6.0,98.04,14.71
2023-01-27,Rio de Janeiro,Brazil,,130.76,186.3,90.98,49.08,7.1,92.18,6.86,40.05,7.22
2023-01-27,Bangkok,Thailand,,49.42,77.15,91.7,19.6,2.88,74.0,2.0,65.66,16.53
2023-01-27,Mexico City,Mexico,,81.8,121.04,77.77,47.25,2.94,177.47,8.27,70.38,8.61
2023-01-27,Moscow,Russia,,89.79,26.96,53.99,17.02,8.03,112.31,23.5,75.68,12.75
2023-01-27,Madrid,Spain,,144.57,126.69,41.04,29.73,9.24,67.84,7.41,34.28,3.94
2023-01-27,Mumbai,India,,56.22,43.09,60.73,30.13,0.76,83.14,29.02,21.11,11.4
2023-01-27,Los Angeles,USA,,71.22,158.86,80.05,24.01,5.12,190.46,13.53,31.16,13.17
2023-01-27,Paris,France,,114.38,125.52,78.66,32.47,2.38,146.72,22.79,23.58,15.38
2023-01-27,Los Angeles,USA,,142.35,22.4,16.91,43.71,9.4,164.78,24.41,40.66,15.67
2023-01-27,Bangkok,Thailand,,77.91,96.6,73.2,16.86,6.33,197.04,18.93,59.34,17.62
2023-01-27,Sydney,Australia,,107.08,105.63,30.6,46.48,1.34,129.45,22.74,67.28,8.92
2023-01-27,Rio de Janeiro,Brazil,,144.46,183.46,17.43,9.26,5.84,170.24,9.56,50.43,17.07
2023-01-27,Sydney,Australia,,96.39,83.29,60.09,22.26,0.34,193.0,6.45,82.33,16.24
2023-01-27,Dubai,UAE,,42.49,62.03,20.43,38.84,9.63,120.12,20.65,84.38,0.55
2023-01-27,Berlin,Germany,,58.89,147.43,35.32,2.15,7.56,58.4,20.16,16.26,18.05
2023-01-27,Berlin,Germany,,102.92,119.28,29.7,33.44,7.51,47.35,22.27,44.03,8.57
2023-01-27,Johannesburg,South Africa,,64.77,88.82,33.01,34.8,6.63,89.76,-7.93,85.24,0.75
2023-01-28,Cairo,Egypt,,35.18,26.39,49.28,27.68,4.06,44.31,4.89,10.67,1.04
2023-01-28,Moscow,Russia,,27.38,144.76,73.37,8.17,2.72,179.89,18.57,21.58,6.95
2023-01-28,Sydney,Australia,,14.48,163.63,7.14,34.27,2.32,21.04,8.23,21.94,6.01
2023-01-28,Istanbul,Turkey,,143.34,53.74,20.84,46.79,4.38,24.04,-6.91,16.79,11.7
2023-01-28,Berlin,Germany,,100.76,147.78,99.42,6.66,6.31,131.74,-9.21,94.76,3.88
2023-01-28,Cairo,Egypt,,93.45,39.79,45.77,18.55,2.05,92.78,27.72,17.32,4.61
2023-01-28,Istanbul,Turkey,,110.4,89.78,9.91,48.9,2.3,85.24,21.91,88.0,2.38
2023-01-28,Dubai,UAE,,98.08,18.62,55.77,16.97,1.02,103.25,-5.72,40.25,9.65
2023-01-28,Beijing,China,,49.76,195.71,58.48,4.09,7.99,41.07,6.93,56.86,18.95
2023-01-28,Berlin,Germany,,140.36,150.0,75.36,25.54,2.87,36.55,-2.1,17.21,5.39
2023-01-28,Paris,France,,112.17,107.82,50.15,24.3,5.14,132.45,39.16,80.18,17.28
2023-01-28,Paris,France,,68.36,131.85,70.72,49.01,6.95,132.8,23.19,59.61,14.3
2023-01-28,Toronto,Canada,,129.37,30.21,54.49,13.18,6.94,165.63,21.26,88.81,12.58
2023-01-28,Paris,France,,19.89,82.45,73.21,5.16,2.95,45.6,19.26,99.13,0.86
2023-01-28,Cairo,Egypt,,110.65,189.97,79.66,49.98,8.3,35.54,37.36,84.43,16.43
2023-01-28,Bangkok,Thailand,,106.27,106.1,6.71,42.14,3.26,137.46,13.84,58.36,19.77
2023-01-28,Johannesburg,South Africa,,101.61,185.14,59.14,47.69,3.47,120.28,9.07,57.06,8.77
2023-01-28,London,UK,,28.05,138.47,22.56,19.95,0.61,97.04,11.66,79.01,9.76
2023-01-28,Tokyo,Japan,,54.17,190.74,11.49,23.29,5.71,166.62,4.93,80.52,19.8
2023-01-28,Cairo,Egypt,,48.77,45.18,62.13,46.12,9.04,42.2,-3.61,80.84,8.51
2023-01-28,Beijing,China,,23.79,160.96,92.4,22.63,5.0,58.02,-3.43,63.71,7.52
2023-01-28,Mexico City,Mexico,,26.64,54.5,38.37,28.4,4.12,24.45,-3.43,98.21,14.76
2023-01-28,New York,USA,,37.32,137.91,70.67,1.04,2.87,54.77,31.16,75.64,1.24
2023-01-28,Dubai,UAE,,39.8,67.28,59.45,21.99,8.03,120.7,-6.07,38.0,9.91
2023-01-28,Mexico City,Mexico,,86.61,142.42,10.84,6.87,3.91,46.69,1.24,21.05,5.33
2023-01-28,Johannesburg,South Africa,,124.82,11.81,9.38,7.14,5.68,47.58,22.26,32.92,13.66
2023-01-28,Los Angeles,USA,,56.45,197.14,47.67,25.59,6.95,128.42,4.09,79.08,4.55
2023-02-01,Cairo,Egypt,,66.31,178.39,26.24,47.93,1.0,154.36,20.25,71.39,13.93
2023-02-01,Berlin,Germany,,5.53,166.93,61.34,13.65,5.73,39.59,28.39,62.48,6.09
2023-02-01,Moscow,Russia,,21.72,127.24,52.35,23.55,9.12,154.94,-5.26,62.05,11.67
2023-02-01,Toronto,Canada,,31.59,173.79,49.41,18.82,1.0,147.72,2.47,55.98,1.36
2023-02-01,Beijing,China,,19.03,75.3,57.95,5.63,8.05,184.0,23.85,91.48,1.14
2023-02-01,Toronto,Canada,,51.65,56.43,72.65,28.23,3.37,196.0,4.56,77.12,6.15
2023-02-01,Mexico City,Mexico,,31.33,27.56,62.71,42.09,9.3,68.87,26.28,27.24,13.63
2023-02-01,Beijing,China,,100.75,29.09,15.08,28.43,2.57,59.57,32.25,66.72,2.64
2023-02-01,Toronto,Canada,,13.82,55.02,94.45,15.76,5.74,195.1,16.32,99.45,0.64
2023-02-01,Madrid,Spain,,126.85,122.46,59.06,23.8,0.39,157.35,32.53,88.51,15.66
2023-02-01,Seoul,South Korea,,51.58,85.1,55.2,45.39,2.68,185.45,-3.51,65.35,7.42
2023-02-01,Bangkok,Thailand,,143.7,163.11,82.98,42.88,2.36,193.1,13.13,39.52,19.07
2023-02-01,Dubai,UAE,,62.2,168.0,83.98,40.0,6.59,50.0,7.98,15.72,17.63
2023-02-01,Istanbul,Turkey,,18.98,152.66,79.63,3.14,5.77,153.68,2.68,95.8,3.49
2023-02-01,Seoul,South Korea,,16.06,187.81,19.77,4.52,9.89,19.29,36.91,29.39,11.41
2023-02-01,Moscow,Russia,,25.19,186.91,37.52,6.25,0.83,99.14,15.93,56.21,14.09
2023-02-01,Bangkok,Thailand,,67.41,63.82,47.1,18.35,3.97,60.1,-3.75,43.64,13.76
2023-02-01,Berlin,Germany,,140.7,28.2,49.23,34.06,7.23,85.77,24.52,96.11,3.44
2023-02-01,Bangkok,Thailand,,22.02,93.43,32.68,16.34,1.06,44.19,19.81,84.23,7.44
2023-02-01,Istanbul,Turkey,,59.26,65.79,49.75,24.83,7.02,96.65,-4.77,58.77,14.71
2023-02-01,Moscow,Russia,,47.43,16.88,43.18,8.48,4.07,117.5,28.14,40.14,19.41
2023-02-01,Tokyo,Japan,,8.43,156.84,82.9,23.01,9.41,197.12,24.46,98.69,0.55
2023-02-01,Sydney,Australia,,119.7,61.33,82.46,22.25,1.38,75.84,2.4,68.05,15.09
2023-02-01,Toronto,Canada,,94.26,19.62,18.36,23.65,2.63,33.2,20.35,46.19,9.94
2023-02-01,Johannesburg,South Africa,,24.0,30.53,27.83,28.32,9.7,165.54,3.18,66.67,8.12
2023-02-01,Bangkok,Thailand,,112.43,71.31,92.25,33.54,5.24,145.32,-3.27,94.73,6.39
2023-02-01,Paris,France,,64.79,26.82,56.4,37.22,3.88,174.79,8.87,34.75,10.09
2023-02-01,Mumbai,India,,118.55,174.2,34.77,44.27,1.73,194.85,25.06,68.75,4.06
2023-02-01,Berlin,Germany,,110.67,98.55,50.69,32.92,4.7,152.94,16.43,61.93,1.18
2023-02-01,Los Angeles,USA,,35.36,140.96,37.76,12.36,9.28,122.49,11.43,66.92,13.71
2023-02-01,Mexico City,Mexico,,143.68,71.27,50.66,26.89,2.71,44.32,36.63,61.35,9.5
2023-02-01,Los Angeles,USA,,136.08,138.38,72.56,13.78,7.29,131.33,28.32,69.71,14.84
2023-02-01,Johannesburg,South Africa,,53.04,146.6,76.57,21.69,1.62,132.24,37.37,13.87,12.95
2023-02-01,Rio de Janeiro,Brazil,,72.43,36.24,25.75,9.74,2.11,134.96,-0.61,48.24,9.87
2023-02-01,Istanbul,Turkey,,19.7,90.44,29.32,45.69,8.74,12.52,5.79,22.78,13.12
2023-02-01,Cairo,Egypt,,52.94,116.83,94.85,22.83,3.49,130.96,12.64,24.48,11.4
2023-02-01,Seoul,South Korea,,124.22,160.26,11.53,29.19,6.75,47.57,-6.29,53.34,17.62
2023-02-01,Toronto,Canada,,121.42,50.76,84.25,29.0,7.8,26.04,10.0,42.4,8.06
2023-02-01,Toronto,Canada,,128.06,105.94,10.72,27.67,7.41,108.23,-3.94,98.35,14.01
2023-02-01,Tokyo,Japan,,14.13,49.5,87.53,3.9,8.66,173.1,3.76,16.41,7.29
2023-02-01,Paris,France,,39.15,51.04,64.16,33.89,5.77,144.77,23.23,47.18,10.24
2023-02-01,Mexico City,Mexico,,24.86,10.79,50.82,12.33,8.57,198.04,14.75,10.4,12.15
2023-02-01,Cairo,Egypt,,115.01,174.63,93.0,1.74,4.67,56.77,13.54,51.34,4.14
2023-02-01,New York,USA,,98.27,141.99,73.44,21.66,4.88,44.52,14.68,93.08,8.07
2023-02-01,Cairo,Egypt,,149.26,39.19,54.54,37.17,1.59,70.58,-3.06,72.63,15.62
2023-02-01,Sydney,Australia,,68.59,110.7,75.77,42.99,7.41,191.86,7.79,89.04,0.68
2023-02-01,Moscow,Russia,,21.62,24.81,82.3,31.62,3.63,138.21,38.98,58.22,3.54
2023-02-01,Sydney,Australia,,99.52,148.96,84.36,35.77,9.47,144.54,19.39,92.47,7.99
2023-02-01,Paris,France,,133.74,49.38,52.17,6.13,3.64,72.92,4.34,57.85,13.67
2023-02-01,Mumbai,India,,143.97,97.39,91.96,44.34,5.49,186.94,32.35,49.35,9.1
2023-02-02,Moscow,Russia,,50.52,176.55,40.19,5.84,7.27,66.45,-9.28,48.73,11.72
2023-02-02,Berlin,Germany,,148.77,170.87,36.14,39.77,3.64,147.78,-3.58,14.54,2.22
2023-02-02,Bangkok,Thailand,,137.29,198.46,79.02,20.68,9.0,63.46,27.92,72.34,9.95
2023-02-02,Toronto,Canada,,100.47,91.41,15.7,6.94,7.91,185.76,0.32,53.97,17.78
2023-02-02,Paris,France,,80.32,179.53,40.15,34.49,7.65,170.74,4.82,61.83,13.26
2023-02-02,Cairo,Egypt,,144.25,83.64,85.52,5.29,2.49,30.58,31.82,90.57,6.95
2023-02-02,Madrid,Spain,,42.18,70.64,11.3,48.79,7.45,59.07,16.33,50.73,2.01
2023-02-02,Dubai,UAE,,50.91,94.27,23.94,33.08,3.91,148.36,-3.49,81.69,11.78
2023-02-02,Mumbai,India,,72.16,76.19,19.31,22.01,2.6,113.54,14.37,15.53,5.32
2023-02-02,Berlin,Germany,,135.57,178.79,9.95,41.7,2.78,178.09,1.06,53.5,13.02
2023-02-02,Paris,France,,11.88,35.73,44.18,3.2,2.08,82.56,21.93,10.62,13.49
2023-02-02,Moscow,Russia,,75.7,94.52,47.39,8.91,2.64,176.99,29.86,24.94,4.03
2023-02-02,Mumbai,India,,70.32,52.68,16.06,13.52,4.89,51.5,34.88,94.14,11.92
2023-02-02,Sydney,Australia,,118.44,113.5,38.85,12.05,5.44,44.26,15.51,31.16,15.2
2023-02-02,Mumbai,India,,8.21,134.28,49.39,39.39,1.03,119.84,19.3,70.39,10.95
2023-02-02,Sydney,Australia,,23.1,184.36,7.6,12.93,4.67,123.56,13.49,52.55,4.67
2023-02-02,London,UK,,47.98,64.91,60.44,21.92,0.67,117.18,-1.39,48.29,17.69
